StationName,NLC,Operator,EntriesStandard,EntriesReduced,EntriesSeasons,ExitsStandard,ExitsReduced,ExitsSeasons,TotalEntriesandExits
Kirkham&Wesham,2668,HD,56690,18565,15268,59941,18820,15268,184552
Kirkhill,9771,HA,22763,15355,12362,26339,15355,12362,104536
Kirknewton,9230,HA,10439,2832,6381,10637,2837,6381,39507
Kirkwood,9766,HA,20430,19219,4403,21228,19212,4403,88895
KirtonLindsey,6466,HC,75,6,0,101,6,0,188
KivetonBridge,6401,HC,5060,5370,1441,4745,5041,1441,23098
KivetonPark,6565,HC,3138,2941,1527,3427,3016,1527,15576
Knaresborough,8214,HC,42881,61869,27134,46478,61929,27134,267425
Knebworth,6088,HQ,36845,37506,72123,38576,41245,72123,298418
Knighton,4206,HK,4963,5091,86,5000,5188,86,20414
Knockholt,5109,HU,4578,5687,31654,6306,8518,31654,88397
Knottingley,8546,HC,13082,14752,207,12991,13863,207,55102
Knucklas,4228,HK,964,806,0,975,767,0,3512
Knutsford,2848,HD,43920,53334,12607,47253,53404,12607,223125
KyleOfLochalsh,8657,HA,9217,8689,0,13991,8695,0,40592
Ladybank,9149,HA,5243,5454,1767,5955,5456,1767,25642
Ladywell,5057,HU,39212,73855,142508,20009,80665,142508,498757
Laindon,7445,HT,103418,113517,479420,87527,123454,479420,1386756
Lairg,8658,HA,1035,673,0,1423,681,0,3812
Lake(I.O.W.),5504,HZ,23755,2105,3203,24843,2069,3203,59178
Lakenheath,7201,HG,189,165,0,175,165,0,694
Lambhill,9956,HA,5910,5888,1798,7976,5888,109257,136717
Lamphey,4084,HK,415,481,0,348,486,0,1730
Lanark,9710,HA,48266,36930,19256,47340,36927,19256,207975
Lancaster,2685,HF,184535,288917,54581,181236,287283,54581,1051133
Lancing,5275,HW,55743,144751,85000,52938,150573,85000,574005
Landywood,1017,HG,6369,8353,218,6189,8367,218,29714
Langbank,9652,HA,11757,8568,4017,16203,8567,4017,53129
Langho,2735,HD,4997,3764,1143,3587,3849,1143,18483
LangleyBerks,3171,HN,34805,71031,71217,35778,75117,71217,359165
LangleyGreen,4607,HG,12824,9036,1915,12875,9169,1915,47734
LangleyMill,1761,HG,10726,7251,3660,11489,7385,3660,44171
Langside,9818,HA,34083,22228,13810,41876,22223,13810,148030
Langwathby,2058,HC,4619,1589,3698,4799,1590,3698,19993
Langwith,1871,HG,1,1,0,0,1,0,3
Lapford,5824,HK,1340,973,4541,1471,973,4541,13839
Lapworth,4595,HG,5433,4500,728,7105,4877,728,23371
Larbert,9876,HA,45273,34483,51875,48765,34498,51875,266769
Largs,9521,HA,81046,66233,16458,75558,66249,16458,322002
LawrenceHill,3225,HK,14447,2844,4223,13555,2861,4223,42153
Layton,2669,HD,10024,5251,3816,10244,5288,3816,38439
Lazonby,2059,HC,3284,745,2964,3455,747,2964,14159
LeaHall,1133,HG,13123,16997,176,17709,17041,176,65222
Leagrave,1534,HX,44320,125369,200880,38327,135271,200880,745047
Lealholm,7925,HC,887,1027,8451,1011,1027,8451,20854
LeamingtonSpa,4597,HG,122152,223095,26098,118668,224608,26098,740719
Leasowe,2237,HE,31902,50405,247,33001,58587,247,174389
Leatherhead,5368,HW,91968,181802,219283,102274,179493,219283,994103
Ledbury,4784,HG,15125,23273,11632,15405,24240,11632,101307
LeeLondon,5110,HU,57065,106007,333231,26234,115802,333231,971570
Leeds,8487,HC,1983666,2500426,448706,1962493,2560056,448706,9904053
Leicester,1947,HI,433369,895756,259915,434824,896898,259915,3180677
LeighKent,5294,HW,2255,5413,4830,3293,5651,4830,26272
LeighOnSea,7446,HT,54695,131755,395546,47041,147758,395546,1172341
LeightonBuzzard,1373,HP,49032,184408,317740,36835,201478,317740,1107233
Lelant,3539,HK,1007,1452,0,954,1388,0,4801
LelantSaltings,3498,HK,911,7321,0,1105,7256,0,16593
Lenham,5111,HU,10415,18283,33379,10383,20218,33379,126057
Lenzie,9955,HA,141095,104771,109257,165917,104774,794,626608
Leominster,3620,HK,10665,21431,2780,12587,21537,2780,71780
Letchworth,6089,HQ,77461,143739,179947,73770,152193,179947,807057
Leuchars,9188,HA,19709,90758,3786,21561,90892,3786,230492
Levenshulme,2862,HD,23042,52210,10890,19318,52645,10890,168995
Lewes,5329,HW,89238,424898,300757,89571,428173,300757,1633394
Lewisham,5051,HU,135945,440008,726437,102617,453209,726437,2584653
Leyland,2710,HD,72676,36520,25840,74044,37621,25840,272541
LeytonMidRd,7402,HP,9609,5748,2306,10664,5787,2306,36420
LeytonstoneHRd,7403,HP,9467,4745,5834,10509,4990,5834,41379
LichfieldCity,1177,HG,80761,112874,43975,79456,113846,43975,474887
LichfieldTV,1291,HG,26429,27603,18925,27917,27759,18925,147558
Lidlington,1579,HP,1532,6430,5425,1403,7074,5425,27289
Limehouse,7491,HT,7817,6444,15922,27651,7724,15922,81480
LincolnCentral,6340,HG,185278,190208,48398,176961,189514,48398,838757
Lingfield,5369,HW,13843,53961,100166,10510,58572,100166,337218
Lingwood,7305,HS,8139,448,2689,8809,449,2689,23223
Linlithgow,9438,HA,131450,104555,147939,150541,104489,147939,786913
Liphook,5634,HY,30314,62744,70894,27188,68441,70894,330475
Liskeard,3573,HK,43062,46214,7046,43965,46106,7046,193439
Liss,5635,HY,19308,46658,40296,19055,49128,40296,214741
LisvaneAndThor,3853,HL,13376,19683,9938,14863,19681,9938,87479
LittleKimble,3066,HO,245,144,593,669,168,593,2412
LittleSutton,2156,HE,18939,11236,2042,21405,11307,2042,66971
Littleborough,2661,HD,16996,30428,11951,15971,33222,11951,120519
Littlehampton,5260,HW,22343,146539,58516,20315,146568,58516,452797
Littlehaven,5498,HW,13896,32952,35726,10184,36938,35726,165422
Littleport,7072,HQ,4605,4743,8443,7434,5276,8443,38944
LiverpoolCtl,2242,HE,550458,1225242,4379,28875,118232,4379,1931565
LiverpoolLSt,2246,HD,1078442,2967725,134844,1697217,3775841,134844,9788913
LivingstonNorth,9371,HA,75532,47827,55201,83591,47836,55201,365188
LivingstonSouth,9372,HA,24912,16638,19652,27343,16658,19652,124855
Llanaber,4327,HG,212,367,678,231,322,678,2488
Llanbedr,4356,HG,1348,1672,42,1537,1918,42,6559
LlanbisterRoad,4226,HK,253,241,0,313,256,0,1063
Llanbradach,4018,HL,8294,14401,11640,9087,14397,11640,69459
Llandaff,3844,HL,39902,57937,25536,41182,58078,25536,248171
Llandanwg,4460,HG,631,454,0,603,453,0,2141
Llandecwyn,4334,HG,53,103,0,68,138,0,362
Llandeilo,4248,HK,2129,2814,0,2256,2856,0,10055
Llandovery,4059,HK,3600,4596,268,3374,4618,268,16724
Llandrindod,4227,HK,7047,10596,5,6949,10505,5,35107
Llandudno,2484,HD,46941,85380,11024,48059,85624,11024,288052
LlandudnoJn,2485,HD,35794,61470,11266,34324,60952,11266,215072
Llandybie,4247,HK,672,836,0,612,850,0,2970
Llanelli,4133,HK,31451,54119,18428,34190,54038,18428,210654
Llanfairfechan,2488,HD,3231,1919,949,3810,1941,949,12799
Llanfairpwll,2467,HD,1246,1176,718,990,1204,718,6052
Llangadog,4060,HK,699,978,0,790,1061,0,3528
Llangammarch,4162,HK,486,607,0,479,621,0,2193
Llangelynin,4302,HD,2,2,0,0,2,0,6
Llangennech,4138,HK,265,354,0,285,364,0,1268
Llangynllo,4207,HK,173,211,0,177,231,0,792
Llanishen,3847,HL,15933,22948,10289,18322,22956,10289,100737
Llanrwst,2457,HD,12842,921,11085,12679,932,11085,49544
Llansamlet,4223,HK,6472,6678,943,7495,6677,943,29208
Llanwrda,4061,HK,289,491,5,338,533,5,1661
Llanwrst,2455,HD,717,30,0,661,30,0,1438
Llanwrtyd,4163,HK,1510,2196,268,1547,2173,268,7962
Llwyngwril,4421,HG,3044,4526,5757,3133,4398,5757,26615
Llwynypia,3852,HL,7020,14967,10082,7170,14971,10082,64292
LochAwe,8712,HA,589,263,0,708,268,0,1828
LochEilOutBnd,8846,HA,386,409,0,389,411,0,1595
Lochailort,8829,HA,757,187,0,868,186,0,1998
Locheilside,8830,HA,152,55,0,267,55,0,529
Lochgelly,9156,HA,4406,4756,1472,4486,4754,1472,21346
Lochluichart,8660,HA,158,57,0,106,57,0,378
Lochwinnoch,9655,HA,10983,8247,2173,13512,8245,2173,45333
Lockerbie,9614,HA,3723,15030,1,4370,15054,1,38179
Lockwood,8443,HC,6504,3013,449,6179,2829,449,19423
LondonBlkfriars,5112,HX,69705,109771,347804,35306,36222,347804,946612
LondonBridge,5148,HU,2071022,8352830,26679531,3959109,8465248,26679531,76207271
LondonCannonSt,5142,HU,30797,202278,2216759,9884,40226,2216759,4716703
LondonCharingX,5143,HU,214157,985527,1158793,117015,381115,1158793,4015400
LondonEuston,1444,HF,1659739,6638578,4839449,2308685,6496386,4839449,26782286
LondonFenchhSt,7490,HT,551409,1215048,5704673,891622,1125942,5704673,15193367
LondonFields,6966,HQ,584,134,253,3017,148,253,4389
LondonKingsX,6121,HB,1994158,6851268,10842260,2895747,6780862,10842260,40206555
LondonLivrplSt,6965,HR,1534866,4290500,11971993,1509794,3907998,11971993,35187144
LondonMarylebne,1475,HO,382123,889794,912283,403471,889746,912283,4389700
LondonPaddingtn,3087,HJ,1682132,5149190,3801501,1733233,4981635,3801501,21149192
LondonRdBrghtn,5281,HW,22959,83791,31067,22491,84526,31067,275901
LondonRdGuilfd,5632,HY,25057,34678,91160,25198,31860,91160,299113
LondonStPancrs,1555,HI,485375,868442,247939,462417,855667,247939,3167779
LondonVictoria,5426,HW,3281145,8555210,14193183,4215574,7874817,14193183,52313112
LondonWaterloo,5598,HY,2406381,10459232,16076575,4027600,9743045,16076575,58789408
LongBuckby,1067,HP,11108,27230,15106,10214,31263,15106,110027
LongEaton,1829,HG,75284,70221,36251,72313,70799,36251,361119
LongPreston,2657,HC,3168,607,83,3250,610,83,7801
Longbeck,7978,HC,8099,6549,3356,8863,6553,3356,36776
Longbridge,1110,HG,54102,49288,4586,47642,49263,4586,209467
Longcross,5674,HY,2164,373,1907,2557,295,1907,9203
Longfield,5114,HU,35899,90525,118127,22783,109790,118127,495251
Longniddry,9354,HA,27015,12961,15415,32568,12971,15415,116345
Longport,1305,HG,4007,2037,1173,3800,2104,1173,14294
Longton,1306,HG,5588,2899,2834,6708,3010,2834,23873
Looe,3574,HK,13471,18226,577,14223,18231,577,65305
LostockGralam,2307,HD,4810,2578,890,5861,2583,890,17612
LostockHall,2689,HD,17300,3136,3567,19084,3138,3567,49792
LostockParkway,2598,HD,20905,28564,16261,16298,30244,16261,128533
Lostwithiel,3517,HK,8644,7660,1942,8925,7673,1942,36786
LoughboroLeics,1897,HG,140761,169680,55522,148444,169177,55522,739106
LoughboroughJn,5082,HU,16558,22153,63098,11493,21011,63098,197411
Lowdham,6202,HG,4868,948,1669,4324,974,1669,14452
LowerEdmonton,6941,HQ,84528,117507,343766,54710,117076,343766,1061353
LowerSydenham,5053,HU,22508,20987,68744,13931,26773,68744,221687
Lowestoft,7268,HS,51000,85097,2211,51451,85209,2211,277179
Ludlow,3635,HK,14576,37969,11843,16135,37914,11843,130280
Luton,1536,HX,138411,647447,374043,145867,674576,374043,2354387
LutonAirportParkway,3645,HK,0,1,0,4,1,0,6
Luxulyan,3518,HK,90,68,0,112,68,0,338
Lydney,4826,HK,8550,17599,3587,9290,17697,3587,60310
LyeWMids,4640,HG,7453,5042,2144,7993,5297,2144,30073
LymingtonPier,5892,HY,7177,31401,6798,8306,33194,6798,93674
LymingtonTown,5887,HY,14768,40753,11714,12716,39310,11714,130975
Lympstone,5761,HK,7946,14954,6669,8981,14982,6669,60201
LympstoneComm,5762,HK,10844,17204,1973,6384,17392,1973,55770
LyndhurstRoad,5906,HY,2090,4585,5203,2235,5633,5203,24949
Lytham,2670,HD,19133,13987,2250,20178,14189,2250,71987
Macclesfield,2871,HF,107724,217150,42836,103765,216426,42836,730737
Machynlleth,4422,HG,11638,19755,134,12314,19790,134,63765
Maesteg,3963,HK,11452,31817,3804,11308,31820,3804,94005
Maesteg(EwennyRoad),3962,HK,947,976,171,708,978,171,3951
Maghull,2155,HE,86115,101944,9713,100200,122847,9713,430532
MaidenNewton,5853,HK,3300,5490,1841,3244,5488,1841,21204
Maidenhead,3147,HN,259212,500278,456048,235514,535646,456048,2442746
MaidstoneBks,5237,HU,23,69,10,41,79,10,232
MaidstoneEast,5115,HU,41458,165576,178394,24987,126700,178394,715509
MaidstoneWest,5222,HU,117200,281771,135445,128260,313742,135445,1111863
MaldenManor,5599,HY,15803,25697,49797,11536,27357,49797,179987
Mallaig,8831,HA,21989,9202,0,24867,9461,0,65519
Malton,8164,HC,32483,38260,32354,35427,38368,32354,209246
MalvernLink,4884,HG,47281,23476,11285,46717,23938,11285,163982
ManchesterAirport,2961,HD,156787,418866,20039,129676,387333,20039,1132740
ManchesterORd,2966,HD,59657,175466,24092,21439,131670,24092,436416
ManchesterPic,2968,HF,1417375,4371082,962084,1578430,4406799,962084,13697854
ManchesterVic,2970,HD,50503,193795,23243,13516,100405,23243,404705
Manea,7165,HG,199,55,19,231,56,19,579
Manningtree,6856,HR,14853,68872,124585,11714,72317,124585,416926
ManorPark,6883,HR,35295,56306,143438,38701,56848,143438,474026
ManorRoad,2253,HE,14382,23571,173,13732,23498,173,75529
Manorbier,4094,HK,757,902,21,783,903,21,3387
Manors,7603,HC,249,4,23,363,4,23,666
Mansfield,1727,HG,28340,69060,9967,33649,69412,9967,220395
MansfieldWoodhouse,1728,HG,14389,27731,9979,11576,27539,9979,101193
March,7166,HG,23438,43719,16705,26101,43933,16705,170601
MardenKent,5223,HU,9982,25733,79042,8395,29763,79042,231957
Margate,5018,HU,25518,168379,44406,24341,169793,44406,476843
MarketHarboro,1909,HI,45523,61835,39185,49122,61988,39185,296838
MarketRasen,6318,HG,5952,13904,1625,6720,14156,1625,43982
Markinch,9160,HA,12334,14446,9073,14519,14455,9073,73900
MarksTey,6863,HR,8389,27914,93992,6978,28744,93992,260009
Marlow,3021,HN,29715,60140,40383,31528,60725,40383,262874
Marple,2830,HD,33583,58617,18767,31201,60381,18767,221316
MarsdenYorks,8445,HC,11068,14338,1900,14969,14705,1900,58880
Marske,7928,HC,7534,8455,3916,11023,8476,3916,43320
MarstonGreen,1034,HG,27804,40020,282,28594,39821,282,136803
MartinMill,5040,HU,2749,7931,6750,2477,8951,6750,35608
MartinsHeron,5692,HY,44060,66505,82785,40788,69264,82785,386187
Marton,7947,HC,669,649,278,826,649,278,3349
Maryhill,9957,HA,9809,7096,3238,12600,7097,1798,41638
Maryland,6970,HR,16439,17037,65690,17075,17052,65690,198983
Maryport,1988,HD,20646,11440,7351,21798,11462,7351,80048
Matlock,1581,HG,20569,34832,6231,21044,34962,6231,123869
MatlockBath,1582,HG,5848,7155,88,5048,7151,88,25378
MauldethRoad,2867,HD,14238,23933,4870,12998,26145,4870,87054
MaxwellPark,9802,HA,26854,16716,8676,30369,16716,8676,108007
Maybole,9529,HA,10705,3491,3583,9206,3521,3583,34089
MazeHill,5149,HU,66769,119544,187658,31556,129306,187658,722491
Meldreth,7036,HQ,10097,9669,13109,15043,10458,13109,71485
Melksham,3346,HK,829,95,993,855,103,993,3868
MeltonMowbray,1851,HG,16565,55974,25822,21949,52675,25822,198807
MeltonSuffolk,7221,HS,3511,2352,973,3959,2406,973,14174
Menheniot,3576,HK,1596,226,2512,1612,227,2512,8685
Menston,8574,HC,48357,53185,809,52133,49362,809,204655
Meols,2254,HE,26127,37312,812,26596,44207,812,135866
MeolsCop,2357,HD,7636,3779,1868,7387,3764,1868,26302
Meopham,5116,HU,16479,42766,71160,10422,50204,71160,262191
Merstham,5475,HW,29823,52995,119241,23715,60537,119241,405552
MerthyrTydfil,3855,HL,19843,49583,12099,20690,49652,12099,163966
MerthyrVale,3857,HL,2785,9609,16758,3250,9611,16758,58771
MertonPark,5677,HW,43,120,158,74,265,158,818
Metheringham,6297,HG,26543,1731,13911,30266,1757,13911,88119
MetroCentre,7725,HC,98283,169630,1839,113225,184744,1839,569560
Mexborough,6707,HC,20145,53059,9436,19344,51616,9436,163036
Micheldever,5908,HY,3917,4095,10337,4373,4581,10337,37640
Micklefield,8477,HC,27008,21777,3778,25373,21631,3778,103345
Middlesbrough,7929,HC,171185,220761,67605,166221,220924,67605,914301
Middlewood,2971,HD,1794,3176,953,1884,3743,953,12503
Midgham,3159,HN,3161,3505,4963,5586,3943,4963,26121
MilfordHaven,4095,HK,5107,13580,599,5218,13635,599,38738
MilfordSurrey,5644,HY,14400,14215,46596,12279,18599,46596,152685
MillHillBway,1527,HX,46825,140211,283460,36751,149799,283460,940506
MillHillLancs,2750,HD,14640,10904,3687,12020,10920,3687,55858
MillbrookBeds,1537,HP,510,2342,2048,579,2674,2048,10201
MillbrookHants,5909,HY,650,522,2290,765,614,2290,7131
MillikenPark,9658,HA,22508,19853,7547,27104,19854,7547,104413
Millom,1997,HD,17635,41699,43651,19514,41671,43651,207821
MillsHill,2920,HD,21295,30111,12641,17444,35953,12641,130085
Milngavie,9985,HA,169858,88472,47576,177594,88488,47576,619564
Milnrow,2922,HD,9834,23303,6606,8339,24772,6606,79460
MiltonKeynesC,1378,HP,206230,674417,675973,204808,680115,675973,3117516
Minffordd,4469,HG,834,850,2541,893,856,2541,8515
Minster,5019,HU,7391,12800,12402,6845,14634,12402,66474
Mirfield,8518,HC,26025,22844,1340,28074,21709,1340,101332
Mistley,6906,HR,496,2425,7872,1333,2549,7872,22547
Mitcham,5374,HW,242,346,195,761,751,195,2490
MitchamJunction,5427,HW,8468,12587,22978,7509,14001,22978,88521
Mobberley,2849,HD,2143,2177,348,3132,2155,348,10303
Monifieth,9060,HA,27,238,636,52,239,636,1828
MonksRisborough,3067,HO,886,2600,3828,4172,2613,3828,17927
Montpelier,3203,HK,20741,2775,4577,20026,2776,4577,55472
Montrose,9080,HA,40624,61292,16360,42872,61366,16360,238874
Moorfields,2226,HE,131843,159790,10624,23112,53383,10624,389376
MoorgateUnd,6005,HQ,0,0,245,0,0,245,490
Moorside,2799,HD,5328,8044,3554,4610,8542,3554,33632
Moorthorpe,8539,HC,14574,28155,4761,17511,27603,4761,97365
Morar,8833,HA,2063,315,0,2141,317,0,4836
MorchardRoad,5825,HK,445,373,1350,827,375,1350,4720
MordenRoad,5303,HW,45,125,2466,214,227,2466,5543
MordenSouth,5291,HW,1096,1153,9568,1866,2292,9568,25543
Morecambe,2695,HD,54026,38284,5383,53815,38682,5383,195573
MoretonDorset,5957,HY,3955,10883,4545,4024,13602,4545,41554
MoretonInMarsh,4814,HN,14133,51116,7075,13883,52966,7075,146248
MoretonMersey,2151,HE,27384,49777,652,29475,63357,652,171297
MorfaMawddach,4470,HG,935,1263,194,1235,1420,194,5241
Morley,8504,HC,17204,7301,1740,16585,6468,1740,51038
Morpeth,7680,HC,24387,16442,14808,21689,16487,14808,108621
Mortimer,5501,HN,17694,32779,35990,17608,37483,35990,177544
Mortlake,5600,HY,73249,117718,227484,60334,119662,227484,825931
MosesGate,2606,HD,1864,2271,1067,1922,2566,1067,10757
MossSide,2675,HD,1853,61,158,2050,62,158,4342
MossleyHill,2171,HD,14040,20705,1308,13400,20692,1308,71453
MossleyManchr,2903,HD,15558,30880,10587,14011,32944,10587,114567
Mosspark,9632,HA,14812,13402,3268,15345,13403,3268,63498
Moston,2973,HD,8031,12778,3658,7022,15196,3658,50343
Motherwell,9691,HA,147178,159182,49599,146162,158964,49599,710684
MotspurPark,5645,HY,41835,65524,132742,32647,72627,132742,478117
Mottingham,5118,HU,65017,84095,253757,35941,98291,253757,790858
Mouldsworth,2158,HD,1977,2300,91,1963,2325,91,8747
Moulsecoomb,5312,HW,10166,35286,20458,11272,36855,20458,134495
MountFlorida,9819,HA,111085,68665,53732,112127,68664,53732,468005
MountainAsh,3859,HL,9257,28899,7972,10688,28897,7972,93685
Mt.Vernon,9779,HA,8021,5725,2420,10973,5726,2420,35285
MuirOfOrd,8665,HA,4942,714,0,6038,714,0,12408
Muirend,9608,HA,55025,34629,81781,58089,34630,81781,345935
Musselburgh,9304,HA,45402,9641,27874,45703,9645,27874,166139
Mytholmroyd,8526,HC,17626,16302,419,19558,15608,419,69932
Nafferton,8107,HC,4524,4436,4902,4145,4438,4902,27347
Nailsea&Bwell,3389,HK,34175,20784,28579,35442,21023,28579,168582
Nairn,8666,HA,20896,8146,5429,22747,8143,5429,70790
Nantwich,1247,HK,7741,7224,3172,8403,7264,3172,36976
Narberth,4098,HK,1357,1886,213,1466,1898,213,7033
Narborough,1881,HG,23182,21667,31518,21808,21768,31518,151461
NavigationRoad,2940,HD,6584,6665,3693,6920,7625,3693,35180
Neath,4216,HJ,67730,136108,25411,70495,136347,25411,461502
NeedhamMarket,7354,HS,2183,658,465,1828,660,465,6259
Neilston,9773,HA,40623,40384,116401,41500,40377,116401,395686
Nelson,2565,HD,11241,15835,6571,11471,15876,6571,67565
Neston,2139,HD,12115,1954,832,11848,1970,832,29551
Netherfield,6241,HG,3002,371,1293,2955,555,1293,9469
Nethertown,2047,HD,490,44,266,622,44,266,1732
Netley,5911,HY,8454,11939,9293,7628,12915,9293,59522
NewBarnet,6018,HQ,52866,57597,174116,38799,57827,174116,555321
NewBeckenham,5058,HU,46441,40470,156641,25423,55614,156641,481230
NewBrighton,2152,HE,32895,77630,532,28274,91974,532,231837
NewClee,6289,HC,147,2,0,185,3,0,337
NewCross,5150,HU,113609,240172,319665,82937,231599,319665,1307647
NewCrossGate,5345,HW,77564,179494,260847,44551,180498,260847,1003801
NewCumnock,9533,HA,2213,752,239,2213,755,239,6411
NewEltham,5119,HU,94847,134764,560623,50382,160268,560623,1561507
NewHey,2923,HD,5590,9802,2465,3867,10665,2465,34854
NewHolland,6209,HC,10493,33,806,10511,36,806,22685
NewHythe,5238,HU,10780,9516,6907,11306,9855,6907,55271
NewLane,2358,HD,756,742,26,991,743,26,3284
NewMalden,5567,HY,118991,267288,345622,106878,281412,345622,1465813
NewMillsCtl,2974,HD,7984,15422,1609,8953,15448,1609,51025
NewMillsNewtn,2769,HD,15894,27217,14425,16391,27558,14425,115910
NewMilton,5881,HY,49367,127377,74379,48316,130810,74379,504628
NewPudsey,8506,HC,84014,66500,13408,88809,64822,13408,330961
NewSouthgate,6019,HQ,20015,7056,48213,16650,7427,48213,147574
NewarkCastle,6498,HG,53,114,0,60,124,0,351
NewarkNGate,6499,HB,121198,130704,45833,124106,131280,45833,598954
Newbury,3074,HN,121997,175780,187829,114747,179144,187829,967326
NewburyRacecous,3071,HN,3954,8436,3038,4108,8608,3038,31182
Newcastle,7728,HB,740705,1478789,180309,704877,1451014,180309,4736003
NewhavenHbr,5330,HW,10358,22389,17523,16016,23190,17523,106999
NewhavenTown,5331,HW,11020,27133,26792,8016,26862,26792,126615
Newington,5175,HU,9487,20251,30587,9758,20843,30587,121513
Newmarket,7038,HS,14741,6340,6739,17351,6584,6739,58494
NewportEssex,7039,HQ,13255,17678,69306,11606,20382,69306,201533
NewportGwent,3674,HJ,179870,382097,77971,186265,381202,77971,1285376
Newquay,3523,HK,6690,22597,5,6421,22447,5,58165
Newstead,1863,HG,8513,10140,4419,6812,10237,4419,44540
NewtonAbbot,3426,HJ,54355,148679,62356,53362,147985,62356,529093
NewtonAycliffe,7834,HC,5928,4421,579,6449,4421,579,22377
NewtonForHyde,2789,HD,14889,19370,10244,16065,20888,10244,91700
NewtonLanark,9774,HA,28419,18926,18588,28325,18925,18588,131771
NewtonLeWill,2257,HD,25803,29649,21345,25566,30462,21345,154170
NewtonOnAyr,9571,HA,8827,4988,4631,8882,4988,4631,36947
NewtonStCyres,5828,HK,222,70,0,263,70,0,625
Newtonmore,8668,HA,738,946,0,897,947,0,3528
NewtownPowys,4426,HG,14604,17269,519,15543,17117,519,65571
NinianPark,3895,HL,2679,4251,1673,3197,4251,1673,17724
Nitshill,9609,HA,4320,3903,196,6736,3904,196,19255
Norbiton,5568,HY,88877,179363,220136,67453,188267,220136,964232
Norbury,5428,HW,69239,160429,247315,37613,171744,247315,933655
NormansBay,5460,HW,364,1277,665,481,1462,665,4914
Normanton,8528,HC,20380,23348,607,20667,22208,607,87817
NorthBerwick,9358,HA,62177,39935,29869,61000,39952,29869,262802
NorthCamp,5636,HN,38283,52523,39410,37799,55349,39410,262774
NorthDulwich,5429,HW,22118,33051,80025,10647,36404,80025,262270
NorthQueensfy,9189,HA,13686,23012,10731,14542,23013,10731,95715
NorthRoad,7895,HC,4033,2970,1728,3449,2970,1728,16878
NorthSheen,5601,HY,10344,7223,22037,15996,10147,22037,87784
NorthWalsham,7308,HS,16849,19085,3049,17351,19150,3049,78533
NorthWembley,1422,HP,30845,64016,79567,24231,65560,79567,343786
NorthWoolwich,6929,HP,5114,5442,3108,5354,5697,3108,27823
Northallerton,7996,HC,38561,75413,28407,41771,75425,28407,287984
Northampton,1069,HP,89394,426258,216227,85000,434947,216227,1468053
Northfield,1111,HG,52516,65466,1501,47355,66006,1501,234345
Northfleet,5120,HU,4082,5547,8191,3600,9415,8191,39026
NortholtPark,1478,HO,7632,6249,6470,5919,6281,6470,39021
NorthumberlandP,6971,HQ,3663,5505,5443,9399,5827,5443,35280
Northwich,2326,HD,27453,26983,4362,26090,27045,4362,116295
NortonBridge,1356,HG,2089,95,173,2428,100,173,5058
Norwich,7309,HS,229014,678121,67137,216792,669329,67137,1927530
NorwoodJunction,5376,HW,111263,206351,445877,73676,219072,445877,1502116
Nottingham,1826,HI,545416,1209958,208803,547796,1213037,208803,3933813
Nuneaton,1077,HG,69549,134030,30764,72012,135067,30764,472186
Nunhead,5068,HU,21403,32516,84529,11914,39894,84529,274785
Nunthorpe,7946,HC,3486,1493,472,2678,1492,472,10093
Nutbourne,5262,HW,3076,4182,6192,5113,4416,6192,29171
Nutfield,5476,HW,5697,12082,11277,6883,12869,11277,60085
Oakengates,4689,HG,3723,4748,2169,3479,4938,2169,21226
Oakham,1904,HG,11979,56136,11379,11681,57231,11379,159785
OakleighPk,6020,HQ,33990,36202,161902,23893,36731,161902,454620
Oban,8725,HA,13387,32472,0,11678,32359,0,89896
Ockendon,7451,HT,26445,22378,93700,23119,22582,93700,281924
Ockley,5310,HW,646,1273,5544,697,4132,5544,17836
OldHill,4641,HG,14703,12268,4816,12929,12341,4816,61873
OldRoan,2258,HE,37648,47651,1407,38210,60641,1407,186964
OldTrafford,2964,MM,10887,30885,5,2079,30683,5,74544
OldfieldPark,3219,HK,17885,8160,29208,18816,8165,29208,111442
OldhamMumps,2907,HD,28464,66697,17363,29039,68924,17363,227850
OldhamWerneth,2908,HD,4350,12143,1544,4782,11849,1544,36212
Olton,4533,HG,27636,32079,2682,25840,32099,2682,123018
Ore,5021,HU,1474,3222,3780,1930,3662,3780,17848
Ormskirk,2281,HE,111351,170975,57302,123706,170222,57302,690858
Orpington,5122,HU,189619,440551,878239,124463,477551,878239,2988662
Orrell,2259,HD,5768,9394,1669,6357,9766,1669,34623
OrrellPark,2247,HE,62745,92893,2976,72398,118783,2976,352771
Otford,5071,HU,23081,56218,99761,16451,63140,99761,358412
OultonBroadN,7273,HS,14663,10657,243,15963,10667,243,52436
OultonBroadS,7274,HS,4529,909,271,5126,898,271,12004
Outwood,8309,HC,31476,17096,1769,33597,16161,1769,101868
Overpool,2157,HE,16271,8928,937,18955,8943,937,54971
Overton,5526,HY,4292,5847,21383,3913,7292,21383,64110
Oxenholme,2090,HF,31697,86360,4194,30767,86152,4194,243364
Oxford,3115,HN,299628,912352,319488,289960,923436,319488,3064352
Oxshott,5602,HY,32856,55035,90443,22040,67352,90443,358169
Oxted,5377,HW,56454,159528,272689,42800,164870,272689,969030
PaddockWood,5224,HU,57664,131717,265613,48457,140842,265613,909906
Padgate,2387,HD,12932,7767,2008,12603,7792,2008,45110
