<<<<<<< HEAD
 RODS report3 created at 13:27:47 on 29-03-2017,,,,,,,,,,
 based on survey data up to 2016 and reconciled to Autumn 2016 counts,,,,,,,,,,
Journeys originating on NR,,,,,,,,,,
From,,To,,Early     ,AM peak   ,Midday    ,PM Peak   ,Evening   ,Late      ,Weekday Total
641,Marylebone                    ,700,Shepherd's Bush (Cen)         ,0,28,0,0,0,0,28
641,Marylebone                    ,702,Sloane Square                 ,0,0,0,0,0,0,0
641,Marylebone                    ,703,Snaresbrook                   ,0,0,63,0,0,0,63
641,Marylebone                    ,704,South Ealing                  ,0,0,0,0,0,0,0
641,Marylebone                    ,708,South Kensington              ,5,73,173,0,0,0,251
641,Marylebone                    ,784,Southwark                     ,0,44,38,0,0,0,82
641,Marylebone                    ,695,St. James's Park              ,12,126,6,0,0,0,144
641,Marylebone                    ,697,St. Paul's                    ,7,188,3,0,0,0,198
641,Marylebone                    ,715,Stepney Green                 ,0,0,0,0,94,0,94
641,Marylebone                    ,716,Stockwell                     ,0,0,0,8,0,0,8
641,Marylebone                    ,719,Stratford                     ,2,2,137,0,0,0,141
641,Marylebone                    ,723,Swiss Cottage                 ,0,0,0,0,0,0,0
641,Marylebone                    ,724,Temple                        ,16,181,11,0,0,0,208
641,Marylebone                    ,726,Tooting Bec                   ,0,0,0,0,0,1,1
641,Marylebone                    ,727,Tooting Broadway              ,4,24,8,0,0,5,41
641,Marylebone                    ,728,Tottenham Court Road          ,0,37,8,0,0,0,45
641,Marylebone                    ,729,Tottenham Hale                ,0,0,0,2,0,0,2
641,Marylebone                    ,730,Totteridge & Whetstone        ,0,0,25,0,0,0,25
641,Marylebone                    ,731,Tower Hill                    ,17,290,91,0,0,0,397
641,Marylebone                    ,777,Vauxhall                      ,3,47,5,0,1,0,57
641,Marylebone                    ,741,Victoria                      ,14,214,220,239,66,59,813
641,Marylebone                    ,742,Walthamstow Central           ,0,0,0,0,0,0,0
641,Marylebone                    ,745,Warren Street                 ,0,28,0,168,0,0,196
641,Marylebone                    ,747,Waterloo                      ,7,133,145,133,1,5,424
641,Marylebone                    ,755,West Brompton                 ,0,7,0,0,0,0,7
641,Marylebone                    ,756,West Finchley                 ,0,0,0,0,15,7,23
641,Marylebone                    ,754,Westbourne Park               ,0,0,6,0,0,0,6
641,Marylebone                    ,761,Westminster                   ,17,156,323,0,0,0,497
641,Marylebone                    ,764,White City                    ,0,1,0,0,0,0,1
641,Marylebone                    ,763,Whitechapel                   ,0,18,0,0,0,0,18
641,Marylebone                    ,766,Willesden Junction            ,0,0,0,0,0,1,1
645,Moorgate                      ,502,Aldgate                       ,0,0,0,201,0,0,201
645,Moorgate                      ,503,Aldgate East                  ,0,24,0,0,0,0,24
645,Moorgate                      ,507,Angel                         ,0,2,29,0,0,0,31
645,Moorgate                      ,511,Baker Street                  ,0,0,0,0,2,0,2
645,Moorgate                      ,512,Balham                        ,0,0,0,0,0,0,0
645,Moorgate                      ,513,Bank / Monument               ,1,167,326,203,212,23,932
645,Moorgate                      ,501,Barbican                      ,0,61,17,6,82,51,216
645,Moorgate                      ,519,Belsize Park                  ,0,0,0,32,0,0,32
645,Moorgate                      ,787,Bermondsey                    ,0,0,0,14,0,0,14
645,Moorgate                      ,521,Blackfriars                   ,0,0,10,88,0,0,98
645,Moorgate                      ,524,Bond Street                   ,0,0,2,0,0,0,2
645,Moorgate                      ,525,Borough                       ,2,78,43,25,45,2,195
645,Moorgate                      ,528,Bow Road                      ,0,0,0,22,0,0,22
645,Moorgate                      ,529,Brent Cross                   ,0,0,0,0,0,0,0
645,Moorgate                      ,530,Bromley-by-Bow                ,0,0,0,4,0,0,4
645,Moorgate                      ,532,Burnt Oak                     ,0,0,0,171,88,34,293
645,Moorgate                      ,535,Camden Town                   ,0,3,1,0,0,0,4
645,Moorgate                      ,788,Canada Water                  ,0,3,0,0,0,0,4
645,Moorgate                      ,852,Canary Wharf                  ,0,25,5,28,63,0,123
645,Moorgate                      ,536,Cannon Street                 ,0,0,0,33,0,0,33
645,Moorgate                      ,540,Chalk Farm                    ,0,0,0,0,0,0,0
645,Moorgate                      ,547,Clapham Common                ,0,2,0,11,9,0,22
645,Moorgate                      ,548,Clapham North                 ,0,3,0,0,0,0,3
645,Moorgate                      ,549,Clapham South                 ,0,0,0,0,6,0,6
645,Moorgate                      ,551,Colindale                     ,0,0,2,86,0,0,88
645,Moorgate                      ,565,East Finchley                 ,0,0,55,0,0,0,55
645,Moorgate                      ,570,Elephant & Castle             ,2,91,187,118,57,0,455
645,Moorgate                      ,542,Embankment                    ,0,0,0,44,0,0,44
645,Moorgate                      ,574,Euston                        ,0,0,0,19,0,0,20
645,Moorgate                      ,575,Euston Square                 ,0,9,65,0,0,0,73
645,Moorgate                      ,577,Farringdon                    ,0,205,2,69,1,2,280
645,Moorgate                      ,578,Finchley Central              ,0,0,16,13,0,0,29
645,Moorgate                      ,580,Finsbury Park                 ,0,0,26,0,0,0,26
645,Moorgate                      ,584,Golders Green                 ,0,0,82,0,0,0,82
645,Moorgate                      ,588,Great Portland Street         ,0,0,1,28,0,0,29
645,Moorgate                      ,594,Hampstead                     ,0,0,1,0,0,0,1
645,Moorgate                      ,597,Harrow & Wealdstone           ,0,0,0,0,33,0,33
645,Moorgate                      ,602,High Barnet                   ,0,0,29,0,0,0,29
645,Moorgate                      ,603,Highbury & Islington          ,0,0,0,7,0,0,7
645,Moorgate                      ,616,Kennington                    ,0,20,1,0,0,0,20
645,Moorgate                      ,625,King's Cross St. Pancras      ,0,0,118,304,0,0,422
645,Moorgate                      ,628,Lambeth North                 ,0,1,0,0,0,0,1
645,Moorgate                      ,633,Leytonstone                   ,0,0,0,23,0,0,23
645,Moorgate                      ,634,Liverpool Street              ,0,0,0,49,0,0,49
645,Moorgate                      ,635,London Bridge                 ,3,801,245,547,315,46,1958
645,Moorgate                      ,643,Mill Hill East                ,0,0,0,0,1,0,1
645,Moorgate                      ,647,Morden                        ,0,0,0,11,0,0,11
645,Moorgate                      ,648,Mornington Crescent           ,0,0,0,0,0,0,0
645,Moorgate                      ,789,North Greenwich               ,0,0,0,0,10,0,10
645,Moorgate                      ,656,North Harrow                  ,0,0,3,0,0,0,3
645,Moorgate                      ,665,Old Street                    ,0,0,0,0,0,0,0
645,Moorgate                      ,668,Oval                          ,1,21,165,33,0,0,221
645,Moorgate                      ,669,Oxford Circus                 ,0,0,0,0,0,0,0
645,Moorgate                      ,670,Paddington                    ,0,0,17,128,0,0,145
645,Moorgate                      ,674,Piccadilly Circus             ,0,0,0,12,0,0,12
645,Moorgate                      ,711,South Wimbledon               ,0,0,0,0,0,0,0
645,Moorgate                      ,784,Southwark                     ,0,0,36,0,0,0,36
645,Moorgate                      ,695,St. James's Park              ,0,0,0,4,0,0,4
645,Moorgate                      ,697,St. Paul's                    ,0,0,0,44,0,0,44
645,Moorgate                      ,715,Stepney Green                 ,0,0,11,0,0,0,11
645,Moorgate                      ,724,Temple                        ,0,0,0,18,0,0,18
645,Moorgate                      ,726,Tooting Bec                   ,0,0,0,0,0,0,0
645,Moorgate                      ,727,Tooting Broadway              ,0,24,1,0,0,11,36
645,Moorgate                      ,731,Tower Hill                    ,0,3,63,6,0,0,72
645,Moorgate                      ,739,Upton Park                    ,0,77,0,0,0,0,77
645,Moorgate                      ,740,Uxbridge                      ,0,0,0,48,0,0,48
645,Moorgate                      ,747,Waterloo                      ,0,0,0,71,7,0,79
645,Moorgate                      ,761,Westminster                   ,0,213,0,0,0,0,213
645,Moorgate                      ,763,Whitechapel                   ,0,0,0,2,0,0,2
653,North Acton                   ,560,Ealing Broadway               ,0,0,0,25,0,0,25
653,North Acton                   ,595,Hanger Lane                   ,0,25,0,0,0,0,25
653,North Acton                   ,625,King's Cross St. Pancras      ,0,0,0,0,21,0,21
653,North Acton                   ,669,Oxford Circus                 ,0,8,0,0,0,0,8
653,North Acton                   ,741,Victoria                      ,0,0,4,0,0,0,4
659,North Wembley                 ,784,Southwark                     ,16,8,0,0,0,0,24
659,North Wembley                 ,741,Victoria                      ,0,0,6,0,0,0,6
659,North Wembley                 ,757,West Ham                      ,0,0,0,0,0,0,0
660,Northwick Park                ,579,Finchley Road                 ,0,13,0,0,0,0,13
660,Northwick Park                ,590,Green Park                    ,0,0,0,0,0,0,0
660,Northwick Park                ,606,Hillingdon                    ,0,0,0,13,0,0,13
660,Northwick Park                ,625,King's Cross St. Pancras      ,0,0,0,62,0,0,62
660,Northwick Park                ,741,Victoria                      ,0,0,0,0,0,0,1
660,Northwick Park                ,752,Wembley Park                  ,0,0,0,78,0,0,78
660,Northwick Park                ,765,Willesden Green               ,0,0,0,6,0,0,6
665,Old Street                    ,507,Angel                         ,0,136,66,39,0,0,241
665,Old Street                    ,508,Archway                       ,0,0,8,0,1,0,9
665,Old Street                    ,513,Bank / Monument               ,79,969,194,6,0,0,1248
665,Old Street                    ,519,Belsize Park                  ,0,0,10,0,0,0,10
665,Old Street                    ,787,Bermondsey                    ,0,4,11,0,0,0,15
665,Old Street                    ,521,Blackfriars                   ,0,69,0,0,0,0,69
665,Old Street                    ,525,Borough                       ,0,72,20,0,0,0,92
665,Old Street                    ,535,Camden Town                   ,0,16,0,0,0,0,16
665,Old Street                    ,852,Canary Wharf                  ,3,137,11,0,0,0,151
665,Old Street                    ,540,Chalk Farm                    ,0,0,35,15,0,0,51
665,Old Street                    ,547,Clapham Common                ,6,4,0,0,0,0,11
665,Old Street                    ,549,Clapham South                 ,0,15,0,0,0,0,15
665,Old Street                    ,551,Colindale                     ,0,17,43,0,0,0,59
665,Old Street                    ,552,Colliers Wood                 ,0,2,0,0,0,0,2
665,Old Street                    ,558,Dollis Hill                   ,0,0,69,0,0,0,69
665,Old Street                    ,570,Elephant & Castle             ,0,72,27,0,0,0,98
665,Old Street                    ,574,Euston                        ,0,9,39,0,0,0,49
665,Old Street                    ,601,Hendon Central                ,0,0,20,0,0,0,20
665,Old Street                    ,616,Kennington                    ,0,22,0,0,0,0,22
665,Old Street                    ,619,Kentish Town                  ,0,4,0,0,0,0,4
665,Old Street                    ,622,Kilburn                       ,0,0,0,0,10,0,10
665,Old Street                    ,625,King's Cross St. Pancras      ,0,17,61,0,0,0,78
665,Old Street                    ,628,Lambeth North                 ,0,28,0,0,0,0,28
665,Old Street                    ,631,Leicester Square              ,0,0,38,0,0,0,38
665,Old Street                    ,634,Liverpool Street              ,0,0,3,0,0,0,3
665,Old Street                    ,635,London Bridge                 ,64,379,15,474,55,0,987
665,Old Street                    ,789,North Greenwich               ,0,0,13,0,0,0,13
665,Old Street                    ,668,Oval                          ,9,41,0,0,0,0,50
665,Old Street                    ,669,Oxford Circus                 ,0,0,5,0,0,0,5
665,Old Street                    ,670,Paddington                    ,0,0,0,119,0,0,119
665,Old Street                    ,784,Southwark                     ,2,235,0,0,0,0,237
665,Old Street                    ,697,St. Paul's                    ,0,71,11,0,0,0,82
665,Old Street                    ,719,Stratford                     ,0,0,0,50,0,0,50
665,Old Street                    ,731,Tower Hill                    ,0,9,31,0,0,0,40
665,Old Street                    ,739,Upton Park                    ,0,0,0,44,0,0,44
665,Old Street                    ,741,Victoria                      ,0,0,1,0,0,0,1
665,Old Street                    ,747,Waterloo                      ,0,4,3,2,0,0,9
665,Old Street                    ,757,West Ham                      ,0,11,0,0,0,0,11
670,Paddington                    ,500,Acton Town                    ,0,0,0,0,1,0,1
670,Paddington                    ,502,Aldgate                       ,11,136,51,0,0,0,197
670,Paddington                    ,503,Aldgate East                  ,23,245,23,46,46,0,383
670,Paddington                    ,507,Angel                         ,0,28,82,18,63,18,209
670,Paddington                    ,508,Archway                       ,0,0,0,0,16,0,16
670,Paddington                    ,509,Arnos Grove                   ,10,11,0,0,3,0,24
670,Paddington                    ,510,Arsenal                       ,0,1,81,21,0,0,102
670,Paddington                    ,511,Baker Street                  ,1,146,170,117,9,7,450
670,Paddington                    ,512,Balham                        ,0,0,2,79,1,0,82
670,Paddington                    ,513,Bank / Monument               ,46,392,193,24,3,0,658
670,Paddington                    ,501,Barbican                      ,35,437,513,53,52,0,1090
670,Paddington                    ,516,Barons Court                  ,0,1,0,17,0,0,17
670,Paddington                    ,517,Bayswater                     ,0,0,57,44,0,0,100
670,Paddington                    ,519,Belsize Park                  ,0,0,57,0,0,0,57
670,Paddington                    ,787,Bermondsey                    ,3,64,0,30,39,0,136
670,Paddington                    ,520,Bethnal Green                 ,0,0,52,0,8,6,66
670,Paddington                    ,521,Blackfriars                   ,5,8,14,0,35,0,61
670,Paddington                    ,522,Blackhorse Road               ,0,0,0,11,11,0,21
670,Paddington                    ,524,Bond Street                   ,2,63,95,11,0,0,171
670,Paddington                    ,525,Borough                       ,2,62,121,3,114,52,354
670,Paddington                    ,527,Bounds Green                  ,0,0,0,115,0,0,115
670,Paddington                    ,528,Bow Road                      ,0,0,84,6,0,0,89
670,Paddington                    ,778,Brixton                       ,0,70,41,90,122,37,360
670,Paddington                    ,530,Bromley-by-Bow                ,0,0,0,2,0,0,2
670,Paddington                    ,531,Buckhurst Hill                ,0,0,0,0,0,0,0
670,Paddington                    ,534,Caledonian Road               ,0,2,0,257,35,5,299
670,Paddington                    ,535,Camden Town                   ,2,195,86,1,1,0,284
670,Paddington                    ,788,Canada Water                  ,0,38,243,100,47,0,428
670,Paddington                    ,852,Canary Wharf                  ,141,708,89,17,31,7,993
670,Paddington                    ,884,Canning Town                  ,38,122,74,55,0,0,289
670,Paddington                    ,536,Cannon Street                 ,3,123,16,0,0,0,142
670,Paddington                    ,537,Canons Park                   ,0,1,0,0,0,0,1
670,Paddington                    ,539,Chalfont & Latimer            ,0,0,0,13,0,0,13
670,Paddington                    ,540,Chalk Farm                    ,0,0,0,66,27,18,110
670,Paddington                    ,541,Chancery Lane                 ,5,196,136,1,24,0,363
670,Paddington                    ,718,Charing Cross                 ,22,324,690,326,221,71,1654
670,Paddington                    ,545,Chiswick Park                 ,0,1,2,0,0,0,3
670,Paddington                    ,547,Clapham Common                ,0,9,0,18,76,27,130
670,Paddington                    ,548,Clapham North                 ,0,0,8,5,139,0,153
670,Paddington                    ,549,Clapham South                 ,0,0,0,35,0,0,35
670,Paddington                    ,550,Cockfosters                   ,0,0,0,16,0,0,16
670,Paddington                    ,551,Colindale                     ,0,0,43,0,0,0,43
670,Paddington                    ,552,Colliers Wood                 ,0,0,2,8,9,0,19
670,Paddington                    ,553,Covent Garden                 ,3,45,226,190,56,0,520
670,Paddington                    ,560,Ealing Broadway               ,0,0,20,0,0,0,20
670,Paddington                    ,561,Ealing Common                 ,0,1,0,0,0,0,1
670,Paddington                    ,562,Earl's Court                  ,0,80,278,72,2,1,433
670,Paddington                    ,563,East Acton                    ,0,0,0,0,0,0,0
670,Paddington                    ,565,East Finchley                 ,0,0,0,15,7,0,22
670,Paddington                    ,566,East Ham                      ,0,0,1,0,0,0,2
670,Paddington                    ,567,East Putney                   ,0,1,0,81,9,11,102
670,Paddington                    ,564,Eastcote                      ,0,0,0,0,4,0,4
670,Paddington                    ,568,Edgware                       ,0,0,17,0,0,0,17
670,Paddington                    ,774,Edgware Road (Bak)            ,0,14,0,0,0,0,14
670,Paddington                    ,569,Edgware Road (Cir)            ,3,12,24,53,0,0,92
670,Paddington                    ,570,Elephant & Castle             ,26,207,114,23,94,5,469
670,Paddington                    ,571,Elm Park                      ,0,0,0,4,0,0,4
670,Paddington                    ,542,Embankment                    ,10,365,451,204,6,0,1036
670,Paddington                    ,574,Euston                        ,14,53,4,4,17,0,92
670,Paddington                    ,575,Euston Square                 ,65,1026,493,281,86,26,1977
670,Paddington                    ,577,Farringdon                    ,38,452,289,253,40,0,1072
670,Paddington                    ,578,Finchley Central              ,0,0,0,0,0,0,0
670,Paddington                    ,579,Finchley Road                 ,0,5,16,16,2,0,40
670,Paddington                    ,580,Finsbury Park                 ,77,178,56,152,31,12,505
670,Paddington                    ,581,Fulham Broadway               ,5,64,158,81,9,0,316
670,Paddington                    ,582,Gants Hill                    ,0,0,9,0,0,0,9
670,Paddington                    ,583,Gloucester Road               ,0,6,1,116,19,0,141
670,Paddington                    ,584,Golders Green                 ,0,0,2,0,0,0,2
670,Paddington                    ,585,Goldhawk Road                 ,0,44,0,0,18,0,62
670,Paddington                    ,586,Goodge Street                 ,0,10,0,0,0,0,10
670,Paddington                    ,588,Great Portland Street         ,6,268,83,36,20,5,417
670,Paddington                    ,590,Green Park                    ,10,131,67,75,0,0,283
670,Paddington                    ,593,Hammersmith (Dis)             ,0,0,0,21,0,0,21
670,Paddington                    ,773,Hammersmith (H&C)             ,4,528,104,90,129,62,917
670,Paddington                    ,596,Harlesden                     ,0,38,29,3,0,0,70
670,Paddington                    ,597,Harrow & Wealdstone           ,0,27,3,2,0,0,32
670,Paddington                    ,598,Harrow-on-the-Hill            ,0,6,0,28,1,0,35
670,Paddington                    ,780,Heathrow Terminals 123        ,0,2,0,0,0,0,2
670,Paddington                    ,601,Hendon Central                ,0,0,0,0,3,0,3
670,Paddington                    ,602,High Barnet                   ,0,0,1,0,0,0,1
670,Paddington                    ,605,High Street Kensington        ,28,278,38,68,0,0,411
670,Paddington                    ,603,Highbury & Islington          ,11,199,6,349,48,34,647
670,Paddington                    ,604,Highgate                      ,0,0,0,53,0,0,53
670,Paddington                    ,607,Holborn                       ,16,294,358,152,0,0,820
670,Paddington                    ,608,Holland Park                  ,0,0,12,35,0,0,47
670,Paddington                    ,609,Holloway Road                 ,4,58,61,16,27,0,166
670,Paddington                    ,610,Hornchurch                    ,0,0,56,0,0,0,56
670,Paddington                    ,614,Hyde Park Corner              ,0,26,19,0,0,0,45
670,Paddington                    ,616,Kennington                    ,0,22,30,3,0,0,54
670,Paddington                    ,617,Kensal Green                  ,0,21,0,4,0,0,25
670,Paddington                    ,619,Kentish Town                  ,0,3,38,1,40,0,81
670,Paddington                    ,620,Kenton                        ,0,0,0,13,0,0,13
670,Paddington                    ,621,Kew Gardens                   ,0,0,18,0,0,0,18
670,Paddington                    ,622,Kilburn                       ,0,0,0,0,1,0,1
670,Paddington                    ,623,Kilburn Park                  ,0,2,28,114,6,5,155
670,Paddington                    ,625,King's Cross St. Pancras      ,156,972,1206,770,94,6,3204
670,Paddington                    ,624,Kingsbury                     ,0,0,0,2,0,0,2
670,Paddington                    ,626,Knightsbridge                 ,1,116,4,0,0,0,121
670,Paddington                    ,627,Ladbroke Grove                ,0,14,53,37,11,0,115
670,Paddington                    ,628,Lambeth North                 ,9,60,16,11,1,0,97
670,Paddington                    ,629,Lancaster Gate                ,0,0,69,0,0,0,69
670,Paddington                    ,630,Latimer Road                  ,0,90,0,0,0,0,90
670,Paddington                    ,631,Leicester Square              ,0,2,1,14,0,0,18
670,Paddington                    ,632,Leyton                        ,0,0,75,0,0,0,75
670,Paddington                    ,633,Leytonstone                   ,0,19,0,0,0,0,19
670,Paddington                    ,634,Liverpool Street              ,49,985,765,74,95,4,1972
670,Paddington                    ,635,London Bridge                 ,37,518,207,207,16,0,984
670,Paddington                    ,637,Maida Vale                    ,0,5,0,8,2,0,16
670,Paddington                    ,638,Manor House                   ,0,0,0,10,5,1,16
670,Paddington                    ,639,Mansion House                 ,7,88,33,62,0,0,191
670,Paddington                    ,640,Marble Arch                   ,2,18,0,11,0,0,32
670,Paddington                    ,641,Marylebone                    ,4,158,101,29,74,0,365
670,Paddington                    ,642,Mile End                      ,0,0,146,1,1,0,147
670,Paddington                    ,645,Moorgate                      ,61,979,402,4,1,0,1448
670,Paddington                    ,647,Morden                        ,0,0,0,0,4,51,54
670,Paddington                    ,648,Mornington Crescent           ,0,1,0,0,0,0,1
670,Paddington                    ,649,Neasden                       ,0,37,0,0,0,0,37
670,Paddington                    ,653,North Acton                   ,0,2,11,0,0,0,13
670,Paddington                    ,789,North Greenwich               ,0,22,301,21,0,0,344
670,Paddington                    ,659,North Wembley                 ,0,0,21,1,0,0,22
670,Paddington                    ,660,Northwick Park                ,0,0,26,0,0,0,26
670,Paddington                    ,663,Notting Hill Gate             ,0,6,180,10,6,0,202
670,Paddington                    ,664,Oakwood                       ,0,0,29,0,0,0,29
670,Paddington                    ,665,Old Street                    ,17,143,47,7,0,0,214
670,Paddington                    ,667,Osterley                      ,0,0,5,0,0,0,5
670,Paddington                    ,668,Oval                          ,0,0,0,1,99,0,100
670,Paddington                    ,669,Oxford Circus                 ,28,1140,941,353,31,0,2491
670,Paddington                    ,672,Parsons Green                 ,0,0,29,31,0,0,60
670,Paddington                    ,673,Perivale                      ,0,0,0,0,0,17,17
670,Paddington                    ,674,Piccadilly Circus             ,22,573,631,385,65,0,1675
670,Paddington                    ,776,Pimlico                       ,20,401,195,17,58,0,692
670,Paddington                    ,676,Plaistow                      ,0,0,2,0,0,0,2
670,Paddington                    ,677,Preston Road                  ,0,0,19,20,0,0,39
670,Paddington                    ,678,Putney Bridge                 ,0,49,77,8,13,0,147
670,Paddington                    ,680,Queen's Park                  ,1,72,51,180,152,49,505
670,Paddington                    ,679,Queensbury                    ,0,3,0,0,0,0,3
670,Paddington                    ,684,Redbridge                     ,0,0,0,0,11,0,11
670,Paddington                    ,685,Regent's Park                 ,1,202,116,31,37,0,388
670,Paddington                    ,686,Richmond                      ,0,0,0,0,1,0,1
670,Paddington                    ,687,Rickmansworth                 ,0,0,1,0,0,0,1
670,Paddington                    ,694,Russell Square                ,2,110,197,52,30,3,394
670,Paddington                    ,698,Seven Sisters                 ,0,52,204,171,47,5,478
670,Paddington                    ,700,Shepherd's Bush (Cen)         ,0,114,0,0,0,0,114
670,Paddington                    ,775,Shepherd's Bush Market        ,0,8,33,8,73,0,123
670,Paddington                    ,702,Sloane Square                 ,20,63,37,206,0,0,325
670,Paddington                    ,703,Snaresbrook                   ,0,0,0,0,1,0,1
670,Paddington                    ,704,South Ealing                  ,0,0,21,0,0,0,21
670,Paddington                    ,708,South Kensington              ,8,124,185,2,2,0,320
670,Paddington                    ,709,South Kenton                  ,0,0,0,0,2,0,2
670,Paddington                    ,711,South Wimbledon               ,0,4,0,0,0,0,4
670,Paddington                    ,712,South Woodford                ,0,0,0,0,0,0,0
670,Paddington                    ,705,Southfields                   ,0,1,3,0,9,0,13
670,Paddington                    ,706,Southgate                     ,0,0,0,0,0,0,0
670,Paddington                    ,784,Southwark                     ,21,477,66,12,0,0,575
670,Paddington                    ,695,St. James's Park              ,12,301,294,120,25,0,752
670,Paddington                    ,696,St. John's Wood               ,4,103,27,52,1,0,188
670,Paddington                    ,697,St. Paul's                    ,3,178,29,4,26,0,240
670,Paddington                    ,713,Stamford Brook                ,0,0,25,0,4,0,29
670,Paddington                    ,714,Stanmore                      ,0,0,0,0,0,0,0
670,Paddington                    ,715,Stepney Green                 ,0,0,4,0,0,0,4
670,Paddington                    ,716,Stockwell                     ,0,3,28,50,17,1,99
670,Paddington                    ,719,Stratford                     ,9,130,282,25,0,0,446
670,Paddington                    ,723,Swiss Cottage                 ,2,85,60,3,213,41,403
670,Paddington                    ,724,Temple                        ,7,188,46,0,0,0,241
670,Paddington                    ,725,Theydon Bois                  ,0,0,0,0,0,0,0
670,Paddington                    ,726,Tooting Bec                   ,0,0,0,108,0,3,111
670,Paddington                    ,727,Tooting Broadway              ,13,51,68,91,0,0,222
670,Paddington                    ,728,Tottenham Court Road          ,0,94,95,8,49,0,247
670,Paddington                    ,729,Tottenham Hale                ,0,0,3,9,6,0,18
670,Paddington                    ,731,Tower Hill                    ,12,514,56,326,0,0,908
670,Paddington                    ,733,Tufnell Park                  ,0,0,0,7,0,0,7
670,Paddington                    ,734,Turnham Green                 ,0,0,1,8,0,0,9
670,Paddington                    ,735,Turnpike Lane                 ,0,12,0,0,22,0,34
670,Paddington                    ,738,Upney                         ,0,0,0,1,0,0,1
670,Paddington                    ,777,Vauxhall                      ,29,163,197,34,47,0,470
670,Paddington                    ,741,Victoria                      ,54,353,632,278,86,4,1406
670,Paddington                    ,742,Walthamstow Central           ,0,0,0,95,62,0,158
670,Paddington                    ,743,Wanstead                      ,0,0,16,0,0,0,16
670,Paddington                    ,745,Warren Street                 ,0,35,16,0,0,0,51
670,Paddington                    ,746,Warwick Avenue                ,0,6,90,38,8,0,143
670,Paddington                    ,747,Waterloo                      ,74,417,345,258,73,8,1174
670,Paddington                    ,748,Watford                       ,0,0,0,3,0,0,3
670,Paddington                    ,751,Wembley Central               ,0,10,17,28,0,0,55
670,Paddington                    ,752,Wembley Park                  ,2,47,0,0,0,0,49
670,Paddington                    ,755,West Brompton                 ,8,18,4,64,23,0,117
670,Paddington                    ,756,West Finchley                 ,0,0,0,0,16,0,16
670,Paddington                    ,757,West Ham                      ,0,0,3,0,8,0,11
670,Paddington                    ,758,West Hampstead                ,14,24,86,37,7,0,168
670,Paddington                    ,760,West Kensington               ,0,3,0,0,0,0,3
670,Paddington                    ,754,Westbourne Park               ,0,8,2,5,0,0,15
670,Paddington                    ,761,Westminster                   ,17,706,545,324,0,0,1592
670,Paddington                    ,764,White City                    ,1,26,0,0,5,0,31
670,Paddington                    ,763,Whitechapel                   ,17,108,24,5,12,7,173
670,Paddington                    ,765,Willesden Green               ,0,14,53,1,0,0,69
670,Paddington                    ,766,Willesden Junction            ,0,4,33,0,72,0,108
670,Paddington                    ,767,Wimbledon                     ,0,33,120,116,23,4,297
670,Paddington                    ,770,Wood Green                    ,0,110,14,67,42,0,234
670,Paddington                    ,599,Wood Lane                     ,35,213,167,0,0,0,415
670,Paddington                    ,769,Woodford                      ,0,0,0,0,0,0,0
670,Paddington                    ,771,Woodside Park                 ,0,0,0,0,43,0,43
680,Queen's Park                  ,511,Baker Street                  ,0,14,0,80,0,0,94
680,Queen's Park                  ,519,Belsize Park                  ,0,1,0,0,0,0,1
680,Queen's Park                  ,524,Bond Street                   ,0,0,1,0,0,0,1
680,Queen's Park                  ,778,Brixton                       ,0,0,16,0,0,0,16
680,Queen's Park                  ,718,Charing Cross                 ,0,0,0,0,0,0,0
680,Queen's Park                  ,774,Edgware Road (Bak)            ,0,7,0,0,0,0,7
680,Queen's Park                  ,570,Elephant & Castle             ,0,0,5,0,539,0,544
680,Queen's Park                  ,542,Embankment                    ,0,4,0,0,0,0,4
680,Queen's Park                  ,609,Holloway Road                 ,0,0,1,0,0,0,1
680,Queen's Park                  ,620,Kenton                        ,0,0,0,0,0,0,0
680,Queen's Park                  ,628,Lambeth North                 ,0,1,0,0,0,0,1
680,Queen's Park                  ,635,London Bridge                 ,0,0,0,0,0,0,0
680,Queen's Park                  ,640,Marble Arch                   ,0,0,6,0,0,0,6
680,Queen's Park                  ,641,Marylebone                    ,0,0,32,0,0,0,32
680,Queen's Park                  ,789,North Greenwich               ,0,0,17,0,0,0,17
680,Queen's Park                  ,669,Oxford Circus                 ,0,0,0,86,0,0,86
680,Queen's Park                  ,670,Paddington                    ,0,9,15,111,0,0,135
680,Queen's Park                  ,674,Piccadilly Circus             ,0,0,9,0,0,0,10
680,Queen's Park                  ,685,Regent's Park                 ,0,0,1,0,0,0,1
680,Queen's Park                  ,694,Russell Square                ,0,4,0,0,0,0,4
680,Queen's Park                  ,708,South Kensington              ,0,5,0,0,0,0,5
680,Queen's Park                  ,695,St. James's Park              ,0,1,0,0,0,0,1
680,Queen's Park                  ,741,Victoria                      ,41,19,11,37,0,0,109
680,Queen's Park                  ,746,Warwick Avenue                ,0,16,0,0,0,3,19
680,Queen's Park                  ,747,Waterloo                      ,0,1034,0,0,127,0,1161
680,Queen's Park                  ,766,Willesden Junction            ,0,0,0,1,0,0,1
686,Richmond                      ,500,Acton Town                    ,3,1,0,0,0,0,4
686,Richmond                      ,505,Alperton                      ,0,0,0,60,0,0,60
686,Richmond                      ,511,Baker Street                  ,0,0,0,0,11,50,61
686,Richmond                      ,512,Balham                        ,0,0,0,0,98,0,98
