 RODS report2d created at 13:27:39 on 29-03-2017,,,,,,,,,,,,,,,,
 based on survey data up to 2016 and reconciled to Autumn 2016 counts,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
" Report 2d - Analysis by age, sex and exit station",,,,,,Sex,Age,,,,,,,,,
 NLC, station name,time period,Total,Male,Female,Not stated,Not Stated,Under 16  ,16-19     ,20-24     ,25-34     ,35-44     ,45-59     ,60-64     ,65-70     ,Over 70   
618,Kensington (Olympia),   Total day,1385,759,623,4,4,0,0,0,471,222,167,138,212,172
619,Kentish Town        ,Early       ,227,0,0,227,227,0,0,0,0,0,0,0,0,0
619,Kentish Town        ,AM peak     ,4044,1329,2318,397,436,0,118,465,1279,568,856,247,44,30
619,Kentish Town        ,Midday      ,3115,787,2271,58,47,0,83,641,634,813,309,101,149,336
619,Kentish Town        ,PM Peak     ,3424,920,2187,317,382,0,2,408,882,784,596,235,44,90
619,Kentish Town        ,Evening     ,1861,654,847,359,357,43,75,190,513,241,403,22,11,5
619,Kentish Town        ,Late        ,911,254,275,383,381,0,50,256,136,57,20,10,3,0
619,Kentish Town        ,   Total day,13581,3943,7898,1740,1831,43,327,1960,3445,2463,2184,615,252,462
620,Kenton              ,Early       ,17,1,0,16,16,0,0,0,1,0,0,0,0,0
620,Kenton              ,AM peak     ,360,82,263,14,14,34,2,67,49,84,108,0,0,1
620,Kenton              ,Midday      ,411,71,305,35,35,0,8,34,97,41,17,129,19,30
620,Kenton              ,PM Peak     ,680,335,268,77,77,0,94,73,173,52,119,90,1,1
620,Kenton              ,Evening     ,419,229,109,81,73,0,17,93,133,15,63,26,0,0
620,Kenton              ,Late        ,148,49,18,81,46,0,0,39,0,2,18,43,0,0
620,Kenton              ,   Total day,2035,767,963,305,262,34,122,305,453,195,325,287,20,32
621,Kew Gardens         ,Early       ,71,0,0,71,71,0,0,0,0,0,0,0,0,0
621,Kew Gardens         ,AM peak     ,1078,410,305,363,351,0,58,111,145,80,200,100,33,0
621,Kew Gardens         ,Midday      ,1300,558,736,6,47,1,59,180,149,181,225,120,242,96
621,Kew Gardens         ,PM Peak     ,2063,661,1310,92,131,3,11,60,689,306,535,166,100,61
621,Kew Gardens         ,Evening     ,1167,487,601,80,80,0,0,50,202,412,341,20,18,44
621,Kew Gardens         ,Late        ,464,274,73,117,102,0,0,37,98,84,128,8,1,6
621,Kew Gardens         ,   Total day,6144,2389,3025,729,782,4,128,438,1283,1063,1429,414,395,206
622,Kilburn             ,Early       ,327,0,0,327,327,0,0,0,0,0,0,0,0,0
622,Kilburn             ,AM peak     ,1494,876,410,208,242,0,0,162,478,125,421,3,13,50
622,Kilburn             ,Midday      ,2398,893,1457,48,43,0,183,538,685,360,282,147,81,78
622,Kilburn             ,PM Peak     ,4391,1560,2694,137,141,0,225,481,1909,876,504,43,179,32
622,Kilburn             ,Evening     ,3015,1011,1908,96,132,0,106,1153,779,306,336,187,6,10
622,Kilburn             ,Late        ,1759,716,680,363,363,0,43,242,687,273,129,22,0,0
622,Kilburn             ,   Total day,13385,5057,7149,1179,1250,0,557,2576,4539,1939,1673,402,279,170
623,Kilburn Park        ,Early       ,71,0,16,55,55,0,0,0,16,0,0,0,0,0
623,Kilburn Park        ,AM peak     ,794,214,477,103,106,0,53,148,299,74,67,47,0,0
623,Kilburn Park        ,Midday      ,1159,447,660,52,64,0,63,145,228,166,262,53,123,55
623,Kilburn Park        ,PM Peak     ,1575,568,924,82,17,0,95,126,668,203,446,15,0,6
623,Kilburn Park        ,Evening     ,1006,365,602,38,20,0,0,286,340,113,230,9,7,0
623,Kilburn Park        ,Late        ,515,343,112,59,59,0,0,162,170,16,61,29,17,0
623,Kilburn Park        ,   Total day,5120,1937,2792,391,323,0,211,868,1721,572,1066,152,147,61
625,King's Cross St. Pan,Early       ,3587,6,0,3581,3581,0,0,0,2,0,3,0,0,0
625,King's Cross St. Pan,AM peak     ,32787,13024,16551,3212,2464,40,470,3076,7453,5947,8751,2808,1123,655
625,King's Cross St. Pan,Midday      ,39682,17958,19109,2615,2644,22,2045,4585,6215,5458,10241,2610,3700,2162
625,King's Cross St. Pan,PM Peak     ,41345,19443,18484,3418,3289,145,1269,4846,6155,7218,11936,3984,1615,888
625,King's Cross St. Pan,Evening     ,16011,6879,7537,1595,1654,0,98,2742,3607,2803,3848,499,550,209
625,King's Cross St. Pan,Late        ,7528,2679,2850,1999,1975,0,67,959,967,1071,1668,306,472,43
625,King's Cross St. Pan,   Total day,140940,59989,64532,16419,15606,207,3949,16208,24401,22497,36447,10207,7460,3957
624,Kingsbury           ,Early       ,25,0,0,25,25,0,0,0,0,0,0,0,0,0
624,Kingsbury           ,AM peak     ,912,347,349,216,216,37,138,6,166,60,73,102,76,38
624,Kingsbury           ,Midday      ,1588,502,565,520,526,0,19,44,184,200,371,73,78,93
624,Kingsbury           ,PM Peak     ,3693,736,1372,1586,1586,0,145,235,772,272,553,6,48,77
624,Kingsbury           ,Evening     ,1399,544,660,196,196,0,9,281,256,297,354,0,3,3
624,Kingsbury           ,Late        ,446,130,144,172,172,0,0,8,107,133,0,0,23,2
624,Kingsbury           ,   Total day,8063,2258,3090,2715,2721,37,311,574,1486,962,1350,182,228,212
626,Knightsbridge       ,Early       ,465,0,0,465,465,0,0,0,0,0,0,0,0,0
626,Knightsbridge       ,AM peak     ,7176,3301,3236,639,687,0,107,858,1885,1307,1564,492,187,89
626,Knightsbridge       ,Midday      ,11139,3491,6872,776,728,0,311,2094,2031,1074,2965,996,649,292
626,Knightsbridge       ,PM Peak     ,5066,1618,2295,1153,1145,0,60,895,765,495,944,483,35,245
626,Knightsbridge       ,Evening     ,1393,549,444,400,400,0,0,197,272,120,300,99,0,6
626,Knightsbridge       ,Late        ,244,64,36,144,144,0,0,4,34,25,37,0,0,0
626,Knightsbridge       ,   Total day,25483,9024,12883,3576,3568,0,478,4048,4987,3021,5809,2070,871,631
627,Ladbroke Grove      ,Early       ,114,0,0,114,114,0,0,0,0,0,0,0,0,0
627,Ladbroke Grove      ,AM peak     ,2284,1043,857,384,371,0,50,229,390,392,536,156,160,1
627,Ladbroke Grove      ,Midday      ,2202,696,1379,127,195,4,48,297,672,372,277,147,157,33
627,Ladbroke Grove      ,PM Peak     ,2037,596,1269,172,284,0,5,323,627,258,227,239,59,16
627,Ladbroke Grove      ,Evening     ,1183,312,695,176,131,0,23,189,348,220,157,55,26,36
627,Ladbroke Grove      ,Late        ,496,165,169,162,162,0,43,10,100,17,124,25,15,0
627,Ladbroke Grove      ,   Total day,8316,2812,4369,1135,1256,4,169,1047,2136,1259,1321,622,416,85
628,Lambeth North       ,Early       ,76,0,0,76,76,0,0,0,0,0,0,0,0,0
628,Lambeth North       ,AM peak     ,1209,416,606,187,187,0,2,60,247,262,263,89,57,41
628,Lambeth North       ,Midday      ,1531,609,824,98,99,0,90,81,202,222,368,200,142,128
628,Lambeth North       ,PM Peak     ,1018,399,549,70,71,0,0,177,238,176,274,36,25,22
628,Lambeth North       ,Evening     ,644,238,405,1,0,1,0,183,153,202,35,16,0,54
628,Lambeth North       ,Late        ,335,98,116,120,120,0,0,40,76,29,62,8,0,0
628,Lambeth North       ,   Total day,4813,1759,2501,553,554,1,92,541,915,890,1002,350,224,245
629,Lancaster Gate      ,Early       ,194,0,0,194,194,0,0,0,0,0,0,0,0,0
629,Lancaster Gate      ,AM peak     ,2001,1052,794,155,154,0,0,282,426,543,470,37,77,12
629,Lancaster Gate      ,Midday      ,2281,1461,686,135,135,0,56,179,402,317,738,217,144,93
629,Lancaster Gate      ,PM Peak     ,3294,1325,1206,763,737,0,2,308,531,694,535,256,186,45
629,Lancaster Gate      ,Evening     ,1815,996,790,29,29,0,0,300,609,365,310,58,93,50
629,Lancaster Gate      ,Late        ,989,531,229,229,220,0,22,138,361,89,148,2,10,0
629,Lancaster Gate      ,   Total day,10574,5366,3704,1504,1468,0,80,1208,2328,2009,2201,570,510,200
630,Latimer Road        ,Early       ,65,0,0,65,65,0,0,0,0,0,0,0,0,0
630,Latimer Road        ,AM peak     ,1559,525,583,450,425,0,7,202,399,320,125,0,80,0
630,Latimer Road        ,Midday      ,979,203,523,254,272,0,0,205,143,146,133,30,19,31
630,Latimer Road        ,PM Peak     ,987,345,496,146,98,0,80,47,234,251,181,32,64,0
630,Latimer Road        ,Evening     ,517,267,110,140,104,0,0,39,161,130,70,0,12,0
630,Latimer Road        ,Late        ,196,49,23,123,123,0,0,0,38,32,1,0,0,0
630,Latimer Road        ,   Total day,4302,1389,1735,1178,1087,0,87,494,975,880,511,62,175,31
631,Leicester Square    ,Early       ,658,0,0,658,658,0,0,0,0,0,0,0,0,0
631,Leicester Square    ,AM peak     ,9918,4079,4423,1416,1368,0,44,1213,2347,2289,1799,361,361,136
631,Leicester Square    ,Midday      ,16341,6733,8019,1589,1662,3,282,2713,3232,1841,3279,1362,899,1067
631,Leicester Square    ,PM Peak     ,13715,5077,6861,1776,1811,9,579,1877,2765,1871,3065,638,651,450
631,Leicester Square    ,Evening     ,5916,2166,2216,1533,1436,2,153,1419,1119,780,628,253,85,41
631,Leicester Square    ,Late        ,1808,668,473,667,612,0,0,199,292,274,307,2,75,46
631,Leicester Square    ,   Total day,48356,18724,21993,7640,7548,13,1057,7421,9755,7055,9079,2617,2071,1740
632,Leyton              ,Early       ,279,0,0,279,279,0,0,0,0,0,0,0,0,0
632,Leyton              ,AM peak     ,1691,804,775,111,111,0,0,156,367,369,301,265,94,27
632,Leyton              ,Midday      ,3565,1507,1816,242,209,0,148,620,694,441,864,338,182,68
632,Leyton              ,PM Peak     ,8751,3819,4208,723,653,24,436,1852,2847,1716,965,57,55,146
632,Leyton              ,Evening     ,4807,1687,2430,690,517,0,17,1534,1133,702,796,27,40,40
632,Leyton              ,Late        ,2492,1075,679,738,738,0,68,570,543,264,146,146,17,0
632,Leyton              ,   Total day,21584,8891,9909,2784,2507,24,668,4733,5585,3493,3072,832,387,281
633,Leytonstone         ,Early       ,211,0,0,211,211,0,0,0,0,0,0,0,0,0
633,Leytonstone         ,AM peak     ,1991,516,1156,319,337,10,309,110,229,151,445,161,39,201
633,Leytonstone         ,Midday      ,3414,1684,1531,199,191,10,129,389,1047,388,602,167,328,163
633,Leytonstone         ,PM Peak     ,6401,2767,3465,169,209,31,252,1291,1384,1127,1870,155,15,67
633,Leytonstone         ,Evening     ,3625,1570,1921,134,134,0,246,1174,1078,479,461,42,3,9
633,Leytonstone         ,Late        ,1968,668,921,379,379,0,3,320,580,345,236,14,10,82
633,Leytonstone         ,   Total day,17610,7206,8994,1411,1461,51,938,3283,4317,2490,3615,539,395,523
634,Liverpool Street    ,Early       ,901,0,0,900,900,0,0,0,0,0,0,0,0,0
634,Liverpool Street    ,AM peak     ,37739,18015,16666,3058,2846,10,745,3503,10766,7895,8195,2689,916,175
634,Liverpool Street    ,Midday      ,28157,12205,13640,2313,2461,0,645,3638,5783,4192,6853,2094,1665,827
634,Liverpool Street    ,PM Peak     ,35352,14783,18394,2174,2055,0,725,5936,6933,6284,10178,1871,880,490
634,Liverpool Street    ,Evening     ,10864,4649,4523,1693,1709,0,134,1652,2883,2269,1835,174,171,37
634,Liverpool Street    ,Late        ,1490,622,317,551,545,0,43,181,237,174,215,81,6,8
634,Liverpool Street    ,   Total day,114504,50274,53540,10689,10517,10,2292,14909,26602,20814,27276,6909,3637,1538
635,London Bridge       ,Early       ,2380,0,23,2357,2357,0,0,0,1,5,0,17,0,0
635,London Bridge       ,AM peak     ,34856,14365,18097,2394,2227,0,316,3515,8974,6519,8610,2512,1626,558
635,London Bridge       ,Midday      ,28863,11790,15715,1358,1319,44,1590,5966,5122,4055,6321,1792,1644,1010
635,London Bridge       ,PM Peak     ,28522,12419,14890,1213,944,3,1147,5119,7174,5759,5730,1728,330,587
635,London Bridge       ,Evening     ,12409,6024,5895,489,482,11,293,2053,3371,3136,2595,245,133,88
635,London Bridge       ,Late        ,6276,2703,1172,2401,2393,0,29,611,1832,505,664,200,13,27
635,London Bridge       ,   Total day,113305,47301,55792,10212,9722,58,3374,17265,26474,19981,23920,6495,3746,2270
636,Loughton            ,Early       ,52,0,0,52,52,0,0,0,0,0,0,0,0,0
636,Loughton            ,AM peak     ,629,153,440,36,36,3,31,2,196,229,28,8,79,18
636,Loughton            ,Midday      ,916,332,539,45,35,0,50,139,71,86,239,151,71,74
636,Loughton            ,PM Peak     ,2377,1102,1258,16,125,12,39,123,331,460,970,128,186,0
636,Loughton            ,Evening     ,1143,464,610,70,70,0,0,29,226,174,527,80,36,0
636,Loughton            ,Late        ,442,188,166,88,139,0,16,16,55,107,34,7,68,0
636,Loughton            ,   Total day,5560,2240,3012,307,458,16,136,310,880,1056,1798,374,441,92
637,Maida Vale          ,Early       ,61,0,2,60,60,0,0,0,0,0,2,0,0,0
637,Maida Vale          ,AM peak     ,916,175,603,138,137,0,146,32,132,224,204,33,5,4
637,Maida Vale          ,Midday      ,1055,417,621,16,16,0,75,183,281,114,264,79,21,20
637,Maida Vale          ,PM Peak     ,1513,579,934,0,3,25,25,355,490,320,139,50,54,52
637,Maida Vale          ,Evening     ,1243,499,703,41,41,0,5,157,646,242,124,17,5,5
637,Maida Vale          ,Late        ,499,143,253,103,103,0,0,18,269,43,58,0,0,8
637,Maida Vale          ,   Total day,5288,1815,3116,357,359,25,251,745,1818,943,791,179,85,90
638,Manor House         ,Early       ,132,0,0,132,132,0,0,0,0,0,0,0,0,0
638,Manor House         ,AM peak     ,1360,511,689,159,173,53,11,117,496,128,215,44,92,32
638,Manor House         ,Midday      ,2486,1251,1186,49,130,97,175,824,549,155,200,275,61,21
638,Manor House         ,PM Peak     ,4421,1537,2659,225,288,6,73,949,1369,1001,581,34,19,102
638,Manor House         ,Evening     ,3365,946,2251,168,115,0,111,483,1487,563,548,21,4,34
638,Manor House         ,Late        ,2072,678,774,621,560,1,14,282,656,403,89,68,0,0
638,Manor House         ,   Total day,13837,4923,7559,1354,1398,156,384,2655,4557,2249,1632,441,175,189
639,Mansion House       ,Early       ,450,0,0,450,450,0,0,0,0,0,0,0,0,0
639,Mansion House       ,AM peak     ,7192,3286,3291,615,608,0,0,527,2149,1935,1396,232,165,178
639,Mansion House       ,Midday      ,2530,1560,942,29,172,0,0,260,318,480,853,198,66,182
639,Mansion House       ,PM Peak     ,963,493,440,31,1,0,67,57,134,107,388,117,89,3
639,Mansion House       ,Evening     ,218,182,35,0,0,0,0,0,121,24,37,32,0,4
639,Mansion House       ,Late        ,72,28,31,13,18,0,0,0,10,14,28,2,0,0
639,Mansion House       ,   Total day,11425,5549,4738,1137,1249,0,68,845,2732,2559,2702,581,321,368
640,Marble Arch         ,Early       ,574,1,0,573,573,0,0,0,1,0,0,0,0,0
640,Marble Arch         ,AM peak     ,6283,2495,3163,625,694,10,60,686,1601,1285,1201,528,127,92
640,Marble Arch         ,Midday      ,6892,2781,3503,609,616,1,231,613,1392,1042,1466,824,316,391
640,Marble Arch         ,PM Peak     ,4087,1219,1412,1456,1418,0,86,284,622,657,559,117,214,132
640,Marble Arch         ,Evening     ,1843,1117,535,191,205,0,6,228,399,468,454,53,19,12
640,Marble Arch         ,Late        ,664,146,163,355,341,0,55,102,16,35,99,16,0,1
640,Marble Arch         ,   Total day,20345,7759,8777,3808,3847,11,437,1913,4031,3487,3778,1537,677,628
641,Marylebone          ,Early       ,339,0,8,330,330,0,0,0,0,0,8,0,0,0
641,Marylebone          ,AM peak     ,4708,1890,2448,370,386,10,76,495,1304,1380,888,62,70,38
641,Marylebone          ,Midday      ,4458,2545,1801,112,126,0,11,629,851,517,1263,547,264,250
641,Marylebone          ,PM Peak     ,7250,3369,3798,83,147,0,376,608,1038,1169,2292,782,587,250
641,Marylebone          ,Evening     ,2972,1453,1460,60,42,0,0,85,875,629,1067,188,85,0
641,Marylebone          ,Late        ,1299,514,382,403,402,0,6,209,105,221,210,60,54,33
641,Marylebone          ,   Total day,21026,9771,9897,1358,1433,11,469,2026,4173,3916,5728,1640,1060,570
642,Mile End            ,Early       ,354,0,4,351,351,0,0,0,0,0,4,0,0,0
642,Mile End            ,AM peak     ,4458,1860,2231,367,360,0,428,747,1017,553,906,332,114,0
642,Mile End            ,Midday      ,6618,2681,2763,1173,423,1,1599,1865,865,836,668,160,123,79
642,Mile End            ,PM Peak     ,6168,1933,3486,749,776,0,290,1803,1694,646,699,100,28,131
642,Mile End            ,Evening     ,4306,1923,2217,166,154,0,458,1340,1224,443,606,56,25,0
642,Mile End            ,Late        ,2300,562,826,912,899,0,53,550,510,166,91,13,18,0
642,Mile End            ,   Total day,24204,8959,11527,3718,2964,1,2828,6305,5309,2643,2974,661,308,210
643,Mill Hill East      ,Early       ,44,0,0,44,44,0,0,0,0,0,0,0,0,0
643,Mill Hill East      ,AM peak     ,501,83,247,171,171,0,0,11,160,132,11,16,0,0
643,Mill Hill East      ,Midday      ,430,167,263,0,0,0,36,10,47,7,185,24,30,89
643,Mill Hill East      ,PM Peak     ,758,181,577,0,0,0,0,126,182,131,246,44,7,22
643,Mill Hill East      ,Evening     ,293,71,214,8,0,0,30,61,75,59,61,7,1,0
643,Mill Hill East      ,Late        ,165,91,47,28,28,2,0,33,0,37,66,0,0,0
643,Mill Hill East      ,   Total day,2191,592,1349,251,243,2,66,241,464,366,569,92,38,111
646,Moor Park           ,Early       ,21,0,0,21,21,0,0,0,0,0,0,0,0,0
646,Moor Park           ,AM peak     ,502,309,143,50,50,0,87,0,59,40,133,112,21,0
646,Moor Park           ,Midday      ,179,110,67,1,0,29,43,0,0,15,70,19,0,2
646,Moor Park           ,PM Peak     ,454,188,266,0,0,11,4,57,68,112,144,17,41,0
646,Moor Park           ,Evening     ,273,143,127,3,3,0,0,20,85,29,117,20,0,0
646,Moor Park           ,Late        ,83,25,2,56,56,0,0,2,6,16,2,0,0,0
646,Moor Park           ,   Total day,1511,776,605,131,130,39,135,79,218,213,466,168,62,2
645,Moorgate            ,Early       ,2680,0,0,2680,2680,0,0,0,0,0,0,0,0,0
645,Moorgate            ,AM peak     ,35484,17681,14454,3349,3322,23,374,3559,11297,6804,6701,2668,523,214
645,Moorgate            ,Midday      ,11236,4887,4481,1869,1801,1,618,2131,1745,1325,2435,513,416,252
645,Moorgate            ,PM Peak     ,5431,2844,1749,838,913,0,83,832,573,1054,1197,340,329,110
645,Moorgate            ,Evening     ,1250,559,579,112,112,0,0,249,263,110,285,111,120,0
645,Moorgate            ,Late        ,422,75,133,213,213,0,0,17,47,103,38,0,3,0
645,Moorgate            ,   Total day,56503,26045,21397,9061,9041,24,1074,6789,13925,9395,10656,3632,1391,576
647,Morden              ,Early       ,259,10,0,249,249,0,0,0,0,0,10,0,0,0
647,Morden              ,AM peak     ,1763,644,881,237,249,0,83,143,235,260,604,147,23,19
647,Morden              ,Midday      ,3022,1609,1345,68,29,0,330,312,383,389,826,279,311,163
647,Morden              ,PM Peak     ,6108,2579,3436,93,61,0,125,1188,750,1067,2445,239,136,98
647,Morden              ,Evening     ,3157,1259,1875,23,33,106,93,341,607,743,1078,26,22,106
647,Morden              ,Late        ,1669,756,562,351,331,0,39,397,369,233,173,28,52,47
647,Morden              ,   Total day,15977,6858,8099,1020,953,106,670,2381,2344,2691,5136,719,544,433
648,Mornington Crescent ,Early       ,158,0,0,158,158,0,0,0,0,0,0,0,0,0
648,Mornington Crescent ,AM peak     ,3361,1029,2133,199,184,0,34,270,1522,533,580,188,45,5
648,Mornington Crescent ,Midday      ,1456,579,846,31,35,0,42,246,358,331,281,51,61,50
648,Mornington Crescent ,PM Peak     ,1065,377,660,28,15,0,10,190,338,181,296,21,13,0
648,Mornington Crescent ,Evening     ,674,389,263,23,23,0,27,100,135,83,142,53,30,81
648,Mornington Crescent ,Late        ,236,49,63,124,124,0,0,42,55,14,0,0,0,0
648,Mornington Crescent ,   Total day,6950,2422,3965,563,539,0,114,848,2409,1142,1300,313,149,136
649,Neasden             ,Early       ,104,0,0,104,104,0,0,0,0,0,0,0,0,0
649,Neasden             ,AM peak     ,842,347,342,153,153,0,0,171,249,116,153,0,1,0
649,Neasden             ,Midday      ,1100,332,647,121,116,0,200,123,204,252,117,26,37,25
649,Neasden             ,PM Peak     ,2162,860,1173,129,138,67,275,310,541,377,351,101,2,0
649,Neasden             ,Evening     ,970,315,555,100,97,0,0,153,228,158,294,38,0,0
649,Neasden             ,Late        ,461,97,64,300,300,0,0,41,108,0,12,0,0,0
649,Neasden             ,   Total day,5638,1950,2782,906,908,67,475,799,1330,902,927,165,40,25
650,Newbury Park        ,Early       ,63,0,2,61,61,0,0,0,2,0,0,0,0,0
650,Newbury Park        ,AM peak     ,728,401,263,64,48,0,166,59,103,31,255,60,4,0
650,Newbury Park        ,Midday      ,1293,655,588,50,52,0,86,57,253,189,429,12,43,172
650,Newbury Park        ,PM Peak     ,3404,1135,2165,105,174,15,85,631,606,822,784,81,117,90
650,Newbury Park        ,Evening     ,1687,742,872,72,97,0,137,297,451,267,420,3,15,0
650,Newbury Park        ,Late        ,628,217,143,268,164,0,23,31,132,89,179,1,9,0
650,Newbury Park        ,   Total day,7802,3150,4032,620,596,15,496,1075,1547,1399,2067,157,187,262
653,North Acton         ,Early       ,376,0,0,376,376,0,0,0,0,0,0,0,0,0
653,North Acton         ,AM peak     ,3515,1224,1473,817,700,0,8,425,1125,511,319,228,199,0
653,North Acton         ,Midday      ,1795,682,961,152,183,0,34,106,466,374,373,233,6,20
653,North Acton         ,PM Peak     ,2376,581,1433,361,340,0,27,469,723,419,285,81,31,1
653,North Acton         ,Evening     ,1468,571,762,136,136,0,0,243,643,273,140,33,0,0
653,North Acton         ,Late        ,813,403,310,100,100,0,0,25,607,15,66,0,0,0
653,North Acton         ,   Total day,10343,3461,4940,1942,1835,0,68,1268,3565,1592,1183,575,236,20
654,North Ealing        ,Early       ,17,0,0,17,17,0,0,0,0,0,0,0,0,0
654,North Ealing        ,AM peak     ,342,109,167,65,12,35,82,14,43,49,106,0,0,0
654,North Ealing        ,Midday      ,238,138,82,19,19,5,31,8,56,46,32,4,5,33
654,North Ealing        ,PM Peak     ,427,150,231,46,45,11,0,22,113,58,167,7,1,4
654,North Ealing        ,Evening     ,312,86,211,15,15,0,0,61,126,36,27,28,17,2
654,North Ealing        ,Late        ,110,22,37,51,51,0,0,0,20,0,3,37,0,0
654,North Ealing        ,   Total day,1447,504,729,213,159,51,114,105,357,189,335,76,22,39
789,North Greenwich     ,Early       ,1053,3,1,1049,1049,0,0,0,0,0,1,3,0,0
789,North Greenwich     ,AM peak     ,5673,2274,1986,1413,1423,0,100,389,992,870,1288,480,59,72
789,North Greenwich     ,Midday      ,8803,2982,4734,1087,1008,5,91,1446,1627,955,2215,609,595,252
789,North Greenwich     ,PM Peak     ,14962,3156,6497,5309,5163,54,321,1499,2867,2004,2616,231,163,44
789,North Greenwich     ,Evening     ,7457,2572,3746,1139,1096,0,125,615,2268,1620,1491,228,12,2
789,North Greenwich     ,Late        ,2975,596,638,1741,1677,0,17,358,293,378,191,62,0,0
789,North Greenwich     ,   Total day,40924,11582,17603,11739,11415,59,654,4307,8047,5828,7802,1612,829,370
656,North Harrow        ,Early       ,24,0,0,24,24,0,0,0,0,0,0,0,0,0
656,North Harrow        ,AM peak     ,256,66,162,28,12,0,45,23,81,12,61,15,0,7
656,North Harrow        ,Midday      ,551,351,141,59,102,0,30,35,69,104,81,78,23,28
656,North Harrow        ,PM Peak     ,1450,759,689,2,1,0,26,152,206,375,599,48,40,3
656,North Harrow        ,Evening     ,790,405,303,82,100,0,0,62,102,208,289,12,17,1
656,North Harrow        ,Late        ,336,94,73,169,169,0,0,7,12,66,79,3,0,0
656,North Harrow        ,   Total day,3406,1675,1368,364,407,0,102,279,469,765,1110,155,80,39
659,North Wembley       ,Early       ,29,4,0,25,25,0,0,0,0,4,0,0,0,0
659,North Wembley       ,AM peak     ,281,194,57,30,30,0,30,0,42,55,18,75,28,2
659,North Wembley       ,Midday      ,279,173,78,28,45,11,77,25,15,39,39,0,22,5
659,North Wembley       ,PM Peak     ,781,72,444,265,265,4,0,231,79,12,186,3,1,0
659,North Wembley       ,Evening     ,480,297,163,19,37,0,11,116,69,37,209,0,1,0
659,North Wembley       ,Late        ,229,78,11,141,141,0,2,0,10,4,68,2,2,1
659,North Wembley       ,   Total day,2079,818,752,509,543,14,121,373,215,151,520,79,54,9
655,Northfields         ,Early       ,87,0,0,87,87,0,0,0,0,0,0,0,0,0
655,Northfields         ,AM peak     ,922,309,263,349,400,2,16,149,160,107,37,23,23,5
655,Northfields         ,Midday      ,1024,301,385,338,332,0,139,64,160,60,184,40,21,24
655,Northfields         ,PM Peak     ,2092,604,1225,263,231,2,35,472,359,349,505,67,65,6
655,Northfields         ,Evening     ,1482,744,625,113,115,0,33,209,324,322,419,59,0,1
655,Northfields         ,Late        ,781,259,294,229,212,0,3,136,231,113,67,15,2,3
655,Northfields         ,   Total day,6389,2217,2793,1380,1377,5,226,1030,1233,951,1212,205,111,39
657,Northolt            ,Early       ,93,0,0,93,93,0,0,0,0,0,0,0,0,0
657,Northolt            ,AM peak     ,707,117,453,138,110,41,8,71,62,305,33,45,32,0
657,Northolt            ,Midday      ,1374,637,636,100,133,0,210,92,452,145,170,111,27,33
657,Northolt            ,PM Peak     ,3576,1539,1984,53,55,0,116,252,617,623,1391,427,90,5
657,Northolt            ,Evening     ,1738,439,1182,116,60,7,20,253,556,384,309,126,0,22
657,Northolt            ,Late        ,759,240,214,304,292,0,0,85,220,152,9,0,0,1
657,Northolt            ,   Total day,8247,2973,4470,804,742,48,353,754,1908,1609,1912,710,149,61
660,Northwick Park      ,Early       ,100,0,0,100,100,0,0,0,0,0,0,0,0,0
660,Northwick Park      ,AM peak     ,1713,406,1131,175,165,69,21,277,240,355,324,59,200,3
660,Northwick Park      ,Midday      ,1949,786,895,269,239,0,328,300,199,356,168,105,120,136
660,Northwick Park      ,PM Peak     ,2114,932,1054,128,96,2,176,411,545,331,447,59,8,41
660,Northwick Park      ,Evening     ,1045,416,479,150,150,0,46,230,198,161,175,28,0,58
660,Northwick Park      ,Late        ,357,114,137,105,105,0,1,31,78,47,82,13,0,0
660,Northwick Park      ,   Total day,7279,2654,3696,928,855,71,572,1248,1260,1249,1195,263,328,237
661,Northwood           ,Early       ,56,2,0,54,54,0,0,0,0,0,2,0,0,0
661,Northwood           ,AM peak     ,867,194,464,209,215,0,83,48,295,30,91,100,0,6
661,Northwood           ,Midday      ,749,322,412,15,84,1,42,28,60,121,68,135,25,183
661,Northwood           ,PM Peak     ,1355,622,723,10,17,0,68,91,125,181,696,57,83,36
661,Northwood           ,Evening     ,801,371,271,159,138,0,0,92,287,74,167,36,3,4
661,Northwood           ,Late        ,331,76,106,149,149,0,0,0,28,22,50,61,20,0
661,Northwood           ,   Total day,4159,1587,1975,597,658,1,193,259,795,428,1075,389,131,229
662,Northwood Hills     ,Early       ,40,0,0,40,40,0,0,0,0,0,0,0,0,0
662,Northwood Hills     ,AM peak     ,394,94,278,22,22,0,57,29,148,20,117,0,0,0
662,Northwood Hills     ,Midday      ,604,213,345,45,45,24,26,4,103,29,129,80,119,45
662,Northwood Hills     ,PM Peak     ,1211,509,701,1,50,0,45,112,241,295,366,20,80,1
662,Northwood Hills     ,Evening     ,596,229,216,151,151,0,0,13,72,73,255,31,0,0
662,Northwood Hills     ,Late        ,207,13,66,127,136,0,0,4,32,20,0,2,0,13
662,Northwood Hills     ,   Total day,3051,1058,1607,386,443,25,128,163,597,437,868,133,199,59
663,Notting Hill Gate   ,Early       ,552,0,0,552,552,0,0,0,0,0,0,0,0,0
663,Notting Hill Gate   ,AM peak     ,6642,2244,3246,1152,995,2,331,733,1632,1465,1088,247,55,95
